date,small-low,small-2,small-high,big-low,big-2,big-high
1996-06-01,-6.27,-2.37,-2.42,0.02,-0.18,0.02
1996-07-01,-13.8,-6.11,-5.35,-5.55,-3.7,-5.23
1996-08-01,7.1,4.61,4.55,2.05,3.86,3.46
1996-09-01,5.19,2.69,2.84,6.83,4.69,1.66
1996-10-01,-5.12,-0.05,1.14,0.67,3.58,4.06
1996-11-01,1.84,4.65,3.64,7.25,7.91,5.77
1996-12-01,0.66,2.68,1.84,-1.71,-1.43,-0.91
1997-01-01,4.24,2.86,3.18,6.62,5.21,3.01
1997-02-01,-6.15,-0.27,1.14,0.01,0.45,2.09
1997-03-01,-8.44,-3.23,-1.82,-5.5,-2.61,-4.4
1997-04-01,-3.2,0.68,-0.18,6.72,4.5,1.65
1997-05-01,15.56,9.79,7.9,7.01,5.84,5.92
1997-06-01,3.76,5.76,6.58,4.17,4.65,2.79
1997-07-01,4.89,5.49,5.51,7.75,8.84,6.87
1997-08-01,3.88,3.26,3.21,-5.77,-3.54,-2.36
1997-09-01,8.86,7.91,7.9,5.07,6.02,5.54
1997-10-01,-5.89,-3.47,-2.28,-3.51,-3.05,-2.7
1997-11-01,-3.18,-0.84,0.4,4.85,3.44,3.3
1997-12-01,-2.13,1.09,2.18,1.01,2.95,4.38
1998-01-01,-0.42,-1.51,-0.74,2.99,-2,-0.84
1998-02-01,8.31,7.14,7.22,7.22,7.89,6.6
1998-03-01,4.54,4.54,4.83,4.6,5.5,6.78
1998-04-01,0.78,1.46,2.26,1.18,1.62,0.26
1998-05-01,-7.32,-4.65,-2.54,-2.58,-2.2,0.87
1998-06-01,0.69,-0.88,0.32,5.89,1.88,1.82
1998-07-01,-7.69,-7.86,-6.67,-0.48,-3.16,-3.8
1998-08-01,-24.36,-18.85,-17.22,-14.61,-17.31,-11.27
1998-09-01,8.73,5.52,2.84,7.72,3.96,5.86
1998-10-01,4.85,3.62,2.89,8.3,7.92,4.72
1998-11-01,9.12,5.47,5.48,7.09,5.68,3.88
1998-12-01,6.66,3.34,2.8,8.7,1.82,3.16
1999-01-01,4.82,1.27,0.47,5.69,-0.66,-1.07
1999-02-01,-9.23,-6.97,-8.19,-4.26,-1.26,-2.2
1999-03-01,0.06,0.18,-2.78,4.2,3.59,1.19
1999-04-01,10.14,9.83,8.74,1.7,9.48,7.99
1999-05-01,1.43,1.55,4.43,-2.55,-0.81,-0.17
1999-06-01,6.49,6.11,6.07,6.83,2.61,-1.13
1999-07-01,-1.26,-0.87,-0.56,-3.13,-3.49,-2.81
1999-08-01,-2.94,-3.16,-2.88,-0.25,-2.57,-2.2
1999-09-01,0.63,-0.76,-2.57,-1.95,-5.53,-4.7
1999-10-01,1.12,-0.66,-3.09,7.07,5.81,4.81
1999-11-01,13.24,6.21,3.42,4.15,-2.55,-2.07
1999-12-01,18.15,8.51,5.86,7.85,1.9,1.75
2000-01-01,0.58,-0.23,0.3,-4.76,-3.69,-4
2000-02-01,28.29,15.52,11.55,1.24,-4.57,-7.38
2000-03-01,-13.43,-3.76,-1.02,8.7,10.64,11.63
2000-04-01,-14.25,-5.54,-4.56,-4.29,-1.17,4.29
2000-05-01,-8.08,-5.52,-3.7,-3.43,1.05,-0.37
2000-06-01,17.52,9.25,7.96,5.03,-5.88,-5.52
2000-07-01,-7.24,1.43,2.32,-2.98,3.41,4.5
2000-08-01,8.54,5.67,6.32,7.56,8.42,7.23
2000-09-01,-7.08,-0.24,-1.06,-6.2,1.97,1.47
2000-10-01,-8.21,-1.15,-1.84,-2.19,0.96,1.02
2000-11-01,-16.25,-4.38,-2.46,-10.9,-3.02,0.15
2000-12-01,2.76,9.4,8.12,-0.28,9.28,6.61
2001-01-01,12.52,5.25,6.49,3.77,1,-1.6
2001-02-01,-12.28,-0.5,0.48,-11.67,-0.5,3.31
2001-03-01,-7.34,-1.43,-1.16,-8.18,-1.74,-1.64
2001-04-01,10.21,4.92,5.15,8.94,5.26,5.27
2001-05-01,4.07,4.55,6.37,0.4,1.97,3.63
2001-06-01,6.42,5.15,2.02,-1.91,-1.85,-1.8
2001-07-01,-9.51,-4.05,-1.03,-1.68,-1.36,1.09
2001-08-01,-7.67,-2.34,-1.24,-6.98,-3.97,-6.67
2001-09-01,-17.25,-12.99,-14.37,-8.31,-8.9,-7.59
2001-10-01,11.16,5.08,4.41,3.31,0.73,-4.01
2001-11-01,9.25,7.16,8.89,8.28,5.86,10.01
2001-12-01,6.69,6.83,6.96,0.75,2.97,1.35
2002-01-01,-5.16,1.12,2.7,-0.86,-2,-1.82
2002-02-01,-8.17,-1.32,-0.4,-2.6,0.1,-2.55
2002-03-01,9.02,7.51,10.07,3.62,5.17,4.91
2002-04-01,-3.57,2.72,3.96,-6.94,-1.49,-6.05
2002-05-01,-6.51,-3.67,-2.52,-1.36,0.1,-0.27
2002-06-01,-7.6,-2.79,-2.42,-7.34,-6.55,-9.41
2002-07-01,-14.49,-14.3,-14.87,-5.96,-9.42,-12.84
2002-08-01,-0.65,0.61,-0.8,0.25,0.8,4.88
2002-09-01,-8.64,-7.67,-6.58,-10.58,-10.22,-10.18
2002-10-01,6.82,4.37,-0.22,9.71,6.44,3.76
2002-11-01,13.92,7.52,7.72,5,6.59,8.07
2002-12-01,-9.12,-4.11,-3.31,-6.28,-4.59,-4.31
2003-01-01,-2.33,-2.41,-1.37,-2.67,-2.26,-5.38
2003-02-01,-3.57,-2.38,-3.29,-1.01,-3.26,-4.21
2003-03-01,2.03,0.58,0.94,1.7,0.1,-0.55
2003-04-01,11.24,9.46,9.11,7.64,9.08,9.66
2003-05-01,13.14,10.74,10.38,4.99,6.9,8.04
2003-06-01,2.41,2.48,3.59,1.21,1.34,1.4
2003-07-01,8.38,6.23,6.32,2.32,1.73,0.16
2003-08-01,4.63,4.97,6.15,1.79,2.24,3.71
2003-09-01,-1.82,-1.68,0.9,-0.8,-1.93,-1.52
2003-10-01,8.25,8.27,10.83,5.11,7.44,6.13
2003-11-01,2.86,3.94,4.51,0.84,1.71,2.12
2003-12-01,0.78,2.35,4.07,4.29,4.9,6.36
2004-01-01,3.95,4.35,6.06,1.59,2.11,2.76
2004-02-01,0.42,0.69,0.75,1.2,2.42,1.7
2004-03-01,1.03,0.59,0.41,-1.83,-0.56,-1.11
2004-04-01,-3.62,-3.43,-6.06,-0.68,-3.18,-1.62
2004-05-01,1.06,1.02,0.75,1.39,0.8,1.12
2004-06-01,3.45,4.36,5.26,1.22,2.18,2.71
2004-07-01,-9.91,-5.27,-4.35,-4.9,-1.67,-1.51
2004-08-01,-2.12,-0.27,-0.82,-0.18,0.95,0.78
2004-09-01,5.53,4.89,3.9,0.54,2.24,2.89
2004-10-01,3.21,1.13,1.48,1.76,0.97,1.8
2004-11-01,8.15,8.63,9.94,3.45,5.24,5.52
2004-12-01,4.29,2.57,3.95,4.03,2.56,3.66
2005-01-01,-5.74,-3.16,-2.09,-2.95,-1.79,-1.29
2005-02-01,0.43,2.07,3.7,0.81,4.34,3.21
2005-03-01,-4.05,-2.36,-1.78,-1.23,-2.81,0
2005-04-01,-6.41,-5.79,-6.36,-1.34,-2.91,-2.31
2005-05-01,7.37,6.24,5.54,3.93,2.93,3.31
2005-06-01,2.61,4.21,4.52,-0.97,1.96,2.67
2005-07-01,6.62,6.94,6.13,4.63,2.55,4.22
2005-08-01,-2.08,-1.4,-0.87,-1.64,-0.06,-0.02
2005-09-01,0.51,0.58,0.46,-0.24,1.72,2.12
2005-10-01,-3.63,-2.8,-2.46,-0.27,-2.69,-2.84
2005-11-01,5.14,4.77,3.44,4.27,3.82,2.26
2005-12-01,-0.21,-0.16,-0.35,-0.66,1.04,0.43
2006-01-01,8.63,9.5,7.69,1.26,4.03,4.54
2006-02-01,-0.35,-0.32,-0.66,0.33,0.35,-1.08
2006-03-01,4.27,5.47,4.85,1.58,1.54,0.78
2006-04-01,-0.74,0.95,1.59,-0.31,2.3,3.52
2006-05-01,-7.65,-4.6,-3.93,-3.12,-2.67,-1.29
2006-06-01,-0.6,0.17,0.27,-0.37,0.03,1.78
2006-07-01,-5.82,-2.79,-1.86,-1.21,1.34,1.37
2006-08-01,3.24,2.68,2.44,3.47,1.65,0.76
2006-09-01,0.97,1.19,0.93,2.69,2.22,1.89
2006-10-01,5.91,5.01,5.11,3.14,3.06,4.9
2006-11-01,2.64,2.68,3.12,1.44,2.76,1.92
2006-12-01,-0.57,0.8,2.14,0.43,1.85,2.75
2007-01-01,2.19,1,2.46,2.28,1.14,1.96
2007-02-01,-0.21,-0.37,-0.31,-2,-1.59,-1.43
2007-03-01,1.31,1.37,0.6,0.61,1.35,2.1
2007-04-01,2.32,1.93,1.74,4.88,3.86,3.53
2007-05-01,4.14,4.08,2.78,2.98,4.04,4.09
2007-06-01,-0.69,-0.9,-1.66,-1.2,-1.98,-2.34
2007-07-01,-4.89,-5.81,-7.82,-1.59,-4.28,-4.64
2007-08-01,1.72,2.16,-0.87,1.63,2.31,-0.51
2007-09-01,2.66,0.85,-0.28,4.56,2.83,3.24
2007-10-01,3.63,1.68,0.92,2.98,0.87,1.75
2007-11-01,-6.75,-6.99,-7.73,-3.44,-5.07,-4.64
2007-12-01,0.26,-0.84,-0.74,-0.44,-1.55,0.52
2008-01-01,-8.17,-5.84,-4.65,-7.26,-4.4,-4.68
2008-02-01,-4.11,-2.95,-3.69,-2.37,-3.88,-2.86
2008-03-01,-1.38,1.05,0.05,0.51,-2.92,-0.37
2008-04-01,4.85,2.91,2.94,3.98,5.35,5.83
2008-05-01,5.08,5.47,3.57,2.26,-0.17,3.1
2008-06-01,-7.57,-7.75,-7.76,-7.32,-9.8,-9.16
2008-07-01,2.75,2.58,5.49,-0.81,-2.92,3.82
2008-08-01,3.07,4.17,7.01,1.57,0.84,0.59
2008-09-01,-10.87,-7,-7.13,-9.62,-9.79,-4.56
2008-10-01,-21.83,-19.35,-20.33,-15.05,-17.08,-22.54
2008-11-01,-11.99,-11.1,-14.43,-6.28,-6.66,-13.7
2008-12-01,5.53,4.02,5.37,2.21,0.84,-0.03
2009-01-01,-7.52,-10.5,-15.94,-4.57,-10.58,-15.86
2009-02-01,-9.82,-11.39,-15.36,-7.27,-12.72,-15.53
2009-03-01,9.13,10.12,11.42,8.09,9.41,10.99
2009-04-01,16.2,16.69,18.12,7.34,11.2,16.27
2009-05-01,3.54,3.19,2.42,4.22,6.47,6.45
2009-06-01,5.23,1.06,1.53,1.48,-1.97,0.3
2009-07-01,6.85,10.16,14.45,6.79,8.52,8.66
2009-08-01,0.96,3.04,9.17,1.93,3.9,8.88
2009-09-01,6.78,5.73,7.83,3.58,4.03,5.33
2009-10-01,-6.78,-6.43,-9.42,-0.58,-2.72,-6.68
2009-11-01,1.74,2.04,4.32,6.71,4.88,4.47
2009-12-01,8.46,8.3,8.57,1.93,2.76,3.27
2010-01-01,-3.75,-2.73,-2.96,-3.97,-2.5,-3.55
2010-02-01,3.62,4.13,7.55,3.14,3.17,4.68
2010-03-01,7.37,8.09,9.04,5.4,6.58,7.79
2010-04-01,4.65,6.26,9.41,0.9,2.16,2.45
2010-05-01,-6.53,-7.22,-10.46,-7.46,-8.31,-8.18
2010-06-01,-6.11,-7.68,-10.92,-4.71,-5.19,-8.43
2010-07-01,6.83,6.61,7.69,6.81,7.43,6.39
2010-08-01,-6.9,-7.95,-8.31,-4.14,-4.19,-6
2010-09-01,14.04,12.56,11,10.06,8.95,7.06
2010-10-01,4.66,4.08,3.74,4.73,3.57,1.05
2010-11-01,3.15,4.31,3.56,0.58,0.37,-0.92
2010-12-01,7.32,8.07,9.61,4.94,7.92,9.81
2011-01-01,-0.4,-0.03,0.45,1.91,2.7,2.78
2011-02-01,4.96,5.16,6.15,2.57,4.1,4.72
2011-03-01,3.24,2.46,2.31,0.09,1.49,-1.43
2011-04-01,3.43,2.01,1.33,3.83,2.45,1.44
2011-05-01,-1.19,-2.29,-3.33,-0.54,-1.48,-2.82
2011-06-01,-1.63,-2,-1.92,-1.48,-1.79,-2.03
2011-07-01,-4.17,-4.13,-3.51,-0.81,-2.95,-3.87
2011-08-01,-9.09,-9.19,-9.66,-4.21,-7.06,-6.76
2011-09-01,-10.99,-11.4,-11.12,-6.42,-7.63,-8.42
2011-10-01,15.5,15.81,12.98,10.19,12.44,10.92
2011-11-01,-1.42,-0.37,-0.07,-0.14,0.89,-1.84
2011-12-01,-0.2,0.71,1.09,-0.26,2.06,1.51
2012-01-01,7.95,6.99,5.98,6.05,3.56,3.74
2012-02-01,3.55,2.39,2.86,4.54,3.88,5.32
2012-03-01,2.61,2.9,2.83,3.96,1.45,3.6
2012-04-01,-1.23,-2.06,-0.97,-0.57,-0.66,-1.22
2012-05-01,-6.57,-6.42,-5.79,-5.88,-6.16,-6.46
2012-06-01,5.88,4.24,4.77,3.03,4.34,5.06
2012-07-01,-2.97,-1.08,-1.44,1.27,1.24,-0.23
2012-08-01,3.28,3.37,3.57,2.69,1.78,3.58
2012-09-01,3.24,3.6,3.87,1.73,3.29,4.24
2012-10-01,-3.86,-1.28,-0.43,-2.87,-1.51,2.03
2012-11-01,0.75,0.82,1.07,1.57,0,-0.93
2012-12-01,2.55,3.79,4.3,-0.15,1.13,4.67
2013-01-01,6.61,6.08,6.52,4.63,5.69,7.42
2013-02-01,1.09,0.58,1.43,1.19,1.59,1.46
2013-03-01,5.3,4.23,4.88,3.71,4.17,4.02
2013-04-01,-0.81,-0.65,-0.38,1.81,1.52,2.1
2013-05-01,5.23,5.39,4.65,2.14,2.01,5.34
2013-06-01,0.53,-0.27,-0.54,-2.03,-0.07,-1.87
2013-07-01,7.3,7.09,8.02,5.53,4.93,6.4
2013-08-01,-1.17,-3.64,-3.51,-1.69,-3.19,-4.26
